2013PN510299,OIL SANDS COMPONENT STUDIES,MA2 - MacKay River ,MA2,56.57.59.400,111.54.44.000,56.9665,-111.91222,2013-05-30 10:05,WATER,DISCRETE SAMPLE,,56.3,,0.061,,0.99,,21.7,,0.024,,0.004,,45.4,,0.009,,0.383,,0.011,,0.2,,0.133,,1.12,,0.022,,0.01,L,0.001,,579,,0.216,,0.198,,9.17,,5.44,,0.368,,2.23,,0.005,L,0.005,L,0.001,,1.29,,0.06,,0.12,,0.004,,85.5,L,0.01,,0.003,L,0.005,,1.4,,0.037,,0.0956,,0.556,,0.341,,1.3,,0.5
2013PN510323,OIL SANDS COMPONENT STUDIES,MA2 - MacKay River ,MA2,56.57.59.400,111.54.44.000,56.9665,-111.91222,2013-06-03 13:40,WATER,DISCRETE SAMPLE,,46.3,,0.056,,1.06,,20.1,,0.026,,0.004,,47.4,,0.007,,0.322,,0.01,,0.18,,0.104,,1.01,,0.021,L,0.01,L,0.001,,660,,0.188,,0.181,,10.1,,2.76,,0.388,,2.04,,0.004,L,0.005,L,0.001,,1.24,,0.07,,0.13,,0.004,,93.9,,0.01,,0.003,,0.006,,0.9,,0.016,,0.103,,0.51,,0.304,,0.8,,0.5
2013PN510333,OIL SANDS COMPONENT STUDIES,MA2 - MacKay River ,MA2,56.57.59.400,111.54.44.000,56.9665,-111.91222,2013-06-07 11:45,WATER,DISCRETE SAMPLE,,133,,0.066,,1.12,,20.6,,0.02,,0.004,,47.7,,0.008,,0.353,,0.012,,0.26,,0.122,,0.86,,0.031,L,0.01,L,0.001,,932,,0.2,,0.207,,9.75,,4.36,,0.309,,1.96,,0.009,L,0.005,,0.002,,1.1,,0.15,,0.09,,0.001,,101,,0.03,,0.003,,0.009,,4.5,L,0.001,,0.112,,0.623,,0.308,,0.9,,0.5
2013PN510362,OIL SANDS COMPONENT STUDIES,MA2 - MacKay River ,MA2,56.57.59.400,111.54.44.000,56.9665,-111.91222,2013-06-20 13:50,WATER,DISCRETE SAMPLE,,48.4,,0.051,,0.89,,20.8,,0.022,,0.004,,47.2,,0.008,,0.466,,0.012,,0.16,,0.162,,0.91,,0.02,,0.01,L,0.001,,585,,0.235,,0.239,,8.43,,6.21,,0.189,,2.05,,0.003,L,0.005,L,0.001,,0.923,,0.02,,0.09,,0.002,,88.7,,0.01,,0.002,L,0.005,,0.9,L,0.001,,0.074,,0.511,,0.339,,1.2,,0.4
2013PN510391,OIL SANDS COMPONENT STUDIES,MA2 - MacKay River ,MA2,56.57.59.400,111.54.44.000,56.9665,-111.91222,2013-06-25 15:00,WATER,DISCRETE SAMPLE,,51,,0.054,,1.01,,20.2,,0.022,,0.005,,41.9,,0.009,,0.384,,0.014,,0.18,,0.095,,0.87,,0.039,,0.01,L,0.001,,675,,0.226,,0.217,,9.55,,2.57,,0.237,,1.98,,0.016,,0.005,L,0.001,,1.07,,0.04,,0.11,,0.004,,93.4,,0.03,,0.004,,0.011,,1.8,L,0.001,,0.0845,,0.471,,0.328,,0.9,,0.7
2013PN510402,OIL SANDS COMPONENT STUDIES,MA2 - MacKay River ,MA2,56.57.59.400,111.54.44.000,56.9665,-111.91222,2013-07-09 15:16,WATER,DISCRETE SAMPLE,,29.8,,0.036,,1.5,,19.8,,0.017,,0.002,,44.5,,0.018,,0.35,,0.005,,0.14,,0.258,,0.6,,0.014,L,0.01,L,0.001,,2020,,0.177,,0.16,,9.83,,37.5,,0.209,,1.55,,0.007,L,0.005,,0.001,,0.916,,0.17,,0.1,L,0.001,,123,,0.01,,0.003,,0.01,,0.9,L,0.001,,0.107,,0.532,,0.291,,1.8,,0.4
2013PN510422,OIL SANDS COMPONENT STUDIES,MA2 - MacKay River ,MA2,56.57.59.400,111.54.44.000,56.9665,-111.91222,2013-07-24 09:40,WATER,TRIPLICATE SAMPLE - rep1,,35,,0.036,,1.26,,17.9,,0.017,,0.001,,47.9,,0.005,,0.268,,0.003,,0.14,,0.219,,0.62,,0.009,L,0.01,L,0.001,,1470,,0.139,,0.107,,11.4,,27.9,,0.245,,1.26,,0.004,L,0.005,L,0.001,,0.683,,0.03,,0.1,,0.002,,131,,0.02,,0.002,L,0.005,,1.6,,0.002,,0.115,,0.441,,0.228,,0.7,,0.4
2013PN510423,OIL SANDS COMPONENT STUDIES,MA2 - MacKay River ,MA2,56.57.59.400,111.54.44.000,56.9665,-111.91222,2013-07-24 09:45,WATER,TRIPLICATE SAMPLE - rep2,,30.9,,0.037,,1.24,,17.6,,0.014,,0.002,,47.9,,0.007,,0.256,,0.003,,0.14,,0.219,,0.5,,0.014,,0.01,L,0.001,,1440,,0.135,,0.113,,10.9,,31.1,,0.241,,1.27,,0.007,L,0.005,L,0.001,,0.679,,0.22,,0.1,L,0.001,,133,L,0.01,,0.002,,0.005,,1.6,L,0.001,,0.111,,0.475,,0.207,,0.9,,0.4
2013PN510424,OIL SANDS COMPONENT STUDIES,MA2 - MacKay River ,MA2,56.57.59.400,111.54.44.000,56.9665,-111.91222,2013-07-24 09:50,WATER,TRIPLICATE SAMPLE - rep3,,26.8,,0.035,,1.2,,18,,0.012,,0.002,,48.5,,0.007,,0.274,,0.003,,0.13,,0.226,,0.54,,0.014,L,0.01,L,0.001,,1460,,0.141,,0.112,,11.4,,31,,0.248,,1.24,,0.007,L,0.005,L,0.001,,0.676,,0.23,,0.11,L,0.001,,133,L,0.01,,0.001,,0.006,,1.6,L,0.001,,0.109,,0.478,,0.216,,0.8,,0.4
2013PN510433,OIL SANDS COMPONENT STUDIES,MA2 - MacKay River ,MA2,56.57.59.400,111.54.44.000,56.9665,-111.91222,2013-08-10 11:16,WATER,DISCRETE SAMPLE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013PN510468,OIL SANDS COMPONENT STUDIES,MA2 - MacKay River ,MA2,56.57.59.400,111.54.44.000,56.9665,-111.91222,2013-08-21 10:55,WATER,DISCRETE SAMPLE,,22.2,,0.027,,1.25,,18.4,,0.013,L,0.001,,49,,0.009,,0.266,,0.002,,0.11,,0.275,,0.63,,0.014,L,0.01,L,0.001,,1810,,0.128,,0.112,,11.9,,50.6,,0.197,,1.16,,0.004,L,0.005,L,0.001,,0.679,,0.19,,0.07,,0.002,,154,L,0.01,,0.002,,0.013,,0.6,L,0.001,,0.127,,0.451,,0.21,,1.1,,0.5
2013PN510511,OIL SANDS COMPONENT STUDIES,MA2 - MacKay River ,MA2,56.57.59.400,111.54.44.000,56.9665,-111.91222,2013-09-19 16:30,WATER,DISCRETE SAMPLE,,14.6,,0.032,,1.06,,18.3,,0.016,,0.001,,66.5,,0.004,,0.215,,0.003,,0.11,,0.212,,0.56,,0.009,L,0.01,L,0.001,,1390,,0.102,,0.095,,15.4,,34.6,,0.302,,1.12,,0.003,L,0.005,L,0.001,,0.743,,0.02,,0.08,,0.001,,174,L,0.01,,0.002,L,0.005,,0.5,L,0.001,,0.197,,0.377,,0.171,,0.6,,0.4
2013PN510532,OIL SANDS COMPONENT STUDIES,MA2 - MacKay River ,MA2,56.57.59.400,111.54.44.000,56.9665,-111.91222,2013-10-17 13:45,WATER,DISCRETE SAMPLE,,37,,0.026,,0.61,,12.6,,0.007,L,0.001,,38.4,,0.005,,0.159,,0.003,,0.1,,0.11,,0.44,,0.011,,0.01,L,0.001,,705,,0.083,,0.07,,12,,18.2,,0.186,,0.76,,0.005,L,0.005,L,0.001,,0.606,,0.03,,0.07,L,0.001,,102,L,0.01,L,0.001,,0.009,,1.3,L,0.001,,0.102,,0.298,,0.13,,0.9,,0.2
2013PN510539,OIL SANDS COMPONENT STUDIES,MA2 - MacKay River ,MA2,56.57.59.400,111.54.44.000,56.9665,-111.91222,2013-10-26 14:45,WATER,DISCRETE SAMPLE,,28.3,,0.029,,0.58,,13.7,,0.008,,0.001,,50.3,,0.001,,0.164,,0.003,,0.09,,0.121,,0.45,,0.011,L,0.01,,0.001,,696,,0.084,,0.066,,13,,18.1,,0.242,,0.75,,0.004,L,0.005,L,0.001,,0.568,,0.05,,0.06,,0.001,,101,,0.02,,0.001,,0.011,,0.6,,0.002,,0.0957,,0.246,,0.138,,0.9,,0.2
2013PN510552,OIL SANDS COMPONENT STUDIES,MA2 - MacKay River ,MA2,56.57.59.400,111.54.44.000,56.9665,-111.91222,2014-01-08 13:56,WATER,TRIPLICATE SAMPLE - rep1,,68.5,,0.04,,0.95,,32.5,,0.022,,0.002,,137,,0.008,,0.256,,0.008,,0.18,,0.167,,0.78,,0.018,,0.01,L,0.001,,1830,,0.141,,0.143,,31.1,,38.2,,0.464,,1.44,,0.011,L,0.005,L,0.001,,1.28,,0.06,,0.09,,0.002,,298,L,0.01,,0.004,L,0.005,,3.2,,0.001,,0.441,,0.409,,0.223,,1.2,,0.5
2013PN510551,OIL SANDS COMPONENT STUDIES,MA2 - MacKay River ,MA2,56.57.59.400,111.54.44.000,56.9665,-111.91222,2014-01-08 14:51,WATER,TRIPLICATE SAMPLE - rep2,,42.7,,0.036,,0.86,,31.7,,0.022,,0.002,,123,,0.008,,0.238,,0.006,,0.15,,0.158,,0.74,,0.013,L,0.01,L,0.001,,1960,,0.133,,0.14,,30.5,,36.3,,0.449,,1.31,,0.007,L,0.005,L,0.001,,1.24,,0.07,,0.07,,0.001,,285,L,0.01,,0.004,L,0.005,,1.4,,0.002,,0.421,,0.351,,0.22,,1.2,,0.5
2013PN510553,OIL SANDS COMPONENT STUDIES,MA2 - MacKay River ,MA2,56.57.59.400,111.54.44.000,56.9665,-111.91222,2014-01-08 15:01,WATER,TRIPLICATE SAMPLE - rep3,,55.9,,0.042,,0.85,,30.8,,0.024,,0.002,,131,,0.007,,0.27,,0.008,,0.16,,0.156,,0.69,,0.015,L,0.01,L,0.001,,1930,,0.139,,0.139,,30.2,,35.1,,0.454,,1.35,,0.008,L,0.005,L,0.001,,1.25,,0.06,,0.09,,0.001,,285,L,0.01,,0.004,L,0.005,,2.3,,0.001,,0.419,,0.365,,0.216,,1,,0.5
2013PN510576,OIL SANDS COMPONENT STUDIES,MA2 - MacKay River ,MA2,56.57.59.400,111.54.44.000,56.9665,-111.91222,2014-02-12 10:08,WATER,DISCRETE SAMPLE,,29.1,,0.043,,0.91,,34.4,,0.01,,0.001,,166,,0.022,,0.198,,0.005,,0.16,,0.16,,0.82,,0.011,,0.02,L,0.001,,1810,,0.113,,0.115,,38.7,,21,,0.641,,1.41,,0.003,L,0.005,L,0.001,,1.35,,0.03,,0.09,,0.002,,361,L,0.01,,0.001,L,0.005,,0.9,,0.004,,0.576,,0.372,,0.196,,1.1,,0.6
2013PN510597,OIL SANDS COMPONENT STUDIES,MA2 - MacKay River ,MA2,56.57.59.400,111.54.44.000,56.9665,-111.91222,2014-03-18 12:40,WATER,DISCRETE SAMPLE,,28.8,,0.04,,0.84,,38.1,,0.01,,0.001,,231,,0.323,,0.207,,0.008,,0.16,,0.17,,0.77,,0.011,,0.02,L,0.001,,1510,,0.105,,0.133,,49.7,,21.2,,0.728,,1.49,,0.002,L,0.005,,0.002,,1.54,,0.03,,0.12,,0.002,,402,,0.01,,0.003,,0.007,,0.9,,0.002,,0.74,,0.369,,0.185,,1.6,,0.5
2014PN510111,OIL SANDS COMPONENT STUDIES,MA2 - MacKay River ,MA2,56.57.59.400,111.54.44.000,56.9665,-111.91222,2014-04-05 14:15,WATER,DISCRETE SAMPLE,,41.6,,0.045,,0.81,,41.1,,0.011,,0.002,,282,,0.014,,0.198,,0.009,,0.2,,0.157,,0.92,,0.014,,0.02,L,0.001,,1630,,0.112,,0.113,,52.6,,15,,0.731,,1.52,,0.003,L,0.005,L,0.001,,1.76,,0.05,,0.09,,0.001,,468,,0.01,,0.002,,0.011,,1,,0.01,,0.738,,0.403,,0.174,,1.8,,0.6
2014PN510137,OIL SANDS COMPONENT STUDIES,MA2 - MacKay River ,MA2,56.57.59.400,111.54.44.000,56.9665,-111.91222,2014-04-13 14:06,WATER,DISCRETE SAMPLE,,36.1,,0.03,,0.7,,27.3,,0.008,,0.001,,113,,0.007,,0.257,,0.009,,0.12,,0.357,,0.67,,0.015,,0.01,L,0.001,,1720,,0.124,,0.125,,24.6,,149,,0.447,,1.02,L,0.001,L,0.005,L,0.001,,2.7,,0.02,,0.05,,0.001,,231,,0.01,,0.002,,0.007,,0.8,,0.002,,0.38,,0.354,,0.158,,1.6,,0.3
2014PN510152,OIL SANDS COMPONENT STUDIES,MA2 - MacKay River ,MA2,56.57.59.400,111.54.44.000,56.9665,-111.91222,2014-04-16 14:21,WATER,DISCRETE SAMPLE,,26.4,,0.027,,0.52,,20.8,,0.007,,0.001,,71.7,,0.008,,0.206,,0.006,,0.09,,0.319,,0.62,,0.012,L,0.01,L,0.001,,1680,,0.096,,0.122,,14.6,,171,,0.264,,0.76,L,0.001,L,0.005,L,0.001,,3.31,,0.02,,0.03,,0.001,,122,L,0.01,,0.003,,0.005,,0.6,,0.001,,0.136,,0.287,,0.126,,1.5,,0.2
2014PN510161,OIL SANDS COMPONENT STUDIES,MA2 - MacKay River ,MA2,56.57.59.400,111.54.44.000,56.9665,-111.91222,2014-04-20 10:35,WATER,DISCRETE SAMPLE,,20.6,,0.024,,0.46,,21,,0.007,,0.001,,80.7,,0.005,,0.158,,0.004,,0.08,,0.255,,0.63,,0.008,,0.01,L,0.001,,985,,0.072,,0.083,,18.6,,103,,0.272,,0.79,L,0.001,L,0.005,L,0.001,,2.93,,0.02,,0.04,,0.001,,139,,0.01,,0.002,L,0.005,,0.5,,0.001,,0.202,,0.241,,0.104,,0.9,,0.2
2014PN510178,OIL SANDS COMPONENT STUDIES,MA2 - MacKay River ,MA2,56.57.59.400,111.54.44.000,56.9665,-111.91222,2014-04-22 14:54,WATER,DISCRETE SAMPLE,,27.6,,0.026,,0.5,,18.3,,0.009,,0.001,,60.3,,0.006,,0.193,,0.006,,0.08,,0.252,,0.57,,0.01,,0.01,L,0.001,,1070,,0.089,,0.101,,14.3,,112,,0.215,,0.89,L,0.001,L,0.005,,0.001,,2.55,,0.02,,0.04,,0.004,,127,L,0.01,,0.003,,0.009,,0.6,,0.001,,0.158,,0.271,,0.118,,1,,0.2
2014PN510200,OIL SANDS COMPONENT STUDIES,MA2 - MacKay River ,MA2,56.57.59.400,111.54.44.000,56.9665,-111.91222,2014-04-25 13:09,WATER,DISCRETE SAMPLE,,34,,0.017,,0.4,,13.6,,0.005,,0.001,,36.9,,0.003,,0.199,,0.006,,0.08,,0.272,,0.49,,0.014,,0.01,L,0.001,,839,,0.092,,0.133,,7.39,,130,,0.155,,0.72,L,0.001,L,0.005,,0.001,,2.35,,0.02,,0.03,,0.001,,66.5,,0.01,,0.002,L,0.005,,0.6,L,0.001,,0.0593,,0.268,,0.109,,1,,0.2
2014PN510210,OIL SANDS COMPONENT STUDIES,MA2 - MacKay River ,MA2,56.57.59.400,111.54.44.000,56.9665,-111.91222,2014-04-28 11:46,WATER,DISCRETE SAMPLE,,46.9,,0.025,,0.49,,14.9,,0.009,,0.001,,39.9,,0.005,,0.303,,0.009,,0.1,,0.302,,0.71,,0.016,,0.01,L,0.001,,833,,0.132,,0.182,,7.45,,94.7,,0.171,,1.09,L,0.001,L,0.005,L,0.001,,2.49,,0.02,,0.03,,0.002,,71.2,,0.01,,0.002,,0.01,,0.9,L,0.001,,0.0623,,0.327,,0.156,,1,,0.2
2014PN510226,OIL SANDS COMPONENT STUDIES,MA2 - MacKay River ,MA2,56.57.59.400,111.54.44.000,56.9665,-111.91222,2014-04-30 14:00,WATER,DISCRETE SAMPLE,,65.4,,0.035,,0.56,,17.2,,0.011,,0.004,,42.1,,0.008,,0.403,,0.013,,0.04,,0.118,,0.79,,0.025,,0.02,L,0.001,,856,,0.186,,0.249,,8.55,,11.5,,0.214,,1.2,L,0.001,L,0.005,,0.001,,1.87,,0.03,,0.02,,0.001,,73,L,0.01,,0.008,L,0.005,,1,L,0.001,,0.0878,,0.454,,0.205,,0.8,,0.3
2014PN510236,OIL SANDS COMPONENT STUDIES,MA2 - MacKay River ,MA2,56.57.59.400,111.54.44.000,56.9665,-111.91222,2014-05-02 12:50,WATER,DISCRETE SAMPLE,,252,,0.034,,0.64,,15.8,,0.018,,0.003,,38.7,,0.005,,0.491,,0.024,,0.31,,0.214,,0.68,,0.074,,0.01,L,0.001,,1080,,0.246,,0.227,,8.34,,40.5,,0.265,,1.02,,0.033,,0.007,,0.002,,1.96,,0.06,,0.07,L,0.001,,66.7,,0.02,,0.007,,0.009,,8.7,,0.005,,0.0856,,0.759,,0.23,,1,,0.7
2014PN510245,OIL SANDS COMPONENT STUDIES,MA2 - MacKay River ,MA2,56.57.59.400,111.54.44.000,56.9665,-111.91222,2014-05-05 10:34,WATER,DISCRETE SAMPLE,,52.2,,0.033,,0.68,,16,,0.006,,0.002,,38.4,,0.015,,0.419,,0.008,,0.16,,0.24,,0.76,,0.012,L,0.01,L,0.001,,1110,,0.206,,0.223,,8.41,,49.9,,0.276,,1,L,0.001,L,0.005,L,0.001,,1.52,,0.02,,0.04,L,0.001,,69.9,L,0.01,,0.003,L,0.005,,1.1,L,0.001,,0.0967,,0.441,,0.233,,0.8,,0.3
2014PN510266,OIL SANDS COMPONENT STUDIES,MA2 - MacKay River ,MA2,56.57.59.400,111.54.44.000,56.9665,-111.91222,2014-05-07 13:30,WATER,DISCRETE SAMPLE,,69.4,,0.034,,0.68,,15.6,,0.012,,0.003,,39.1,,0.006,,0.423,,0.006,,0.18,,0.143,,0.87,,0.017,,0.01,L,0.001,,944,,0.204,,0.201,,8.44,,15.4,,0.338,,1.29,,0.008,L,0.005,L,0.001,,1.31,,0.03,,0.07,,0.001,,66.3,L,0.01,,0.002,,0.007,,2.2,L,0.001,,0.0875,,0.479,,0.29,,0.9,,0.3
2014PN510287,OIL SANDS COMPONENT STUDIES,MA2 - MacKay River ,MA2,56.57.59.400,111.54.44.000,56.9665,-111.91222,2014-05-09 11:50,WATER,DISCRETE SAMPLE,,117,,0.038,,0.56,,15.6,,0.015,,0.003,,35.2,,0.006,,0.378,,0.008,,0.23,,0.159,,0.89,,0.025,,0.01,L,0.001,,798,,0.179,,0.161,,7.9,,15.7,,0.352,,1.38,,0.012,,0.005,,0.001,,1.28,,0.05,,0.08,,0.002,,64.4,L,0.01,,0.002,,0.007,,3.8,L,0.001,,0.091,,0.481,,0.253,,1.1,,0.4
2014PN510296,OIL SANDS COMPONENT STUDIES,MA2 - MacKay River ,MA2,56.57.59.400,111.54.44.000,56.9665,-111.91222,2014-05-12 09:41,WATER,DISCRETE SAMPLE,,98.5,,0.034,,0.56,,14.9,,0.015,,0.002,,38.2,,0.003,,0.347,,0.007,,0.2,,0.139,,0.76,,0.025,,0.01,,0.001,,725,,0.18,,0.131,,8.37,,11.2,,0.335,,1.14,,0.008,L,0.005,,0.001,,1.15,,0.04,,0.07,,0.002,,68,L,0.01,,0.001,,0.011,,3.5,L,0.001,,0.0892,,0.452,,0.245,,0.9,,0.4
2014PN510315,OIL SANDS COMPONENT STUDIES,MA2 - MacKay River ,MA2,56.57.59.400,111.54.44.000,56.9665,-111.91222,2014-05-14 16:05,WATER,DISCRETE SAMPLE,,42.5,,0.035,,0.55,,14.7,,0.014,L,0.001,,40.8,,0.006,,0.292,,0.003,,0.13,,0.095,,0.74,,0.012,,0.01,L,0.001,,690,,0.148,,0.124,,8.6,,5.04,,0.309,,1.3,,0.001,L,0.005,,0.002,,1.06,,0.02,,0.06,,0.001,,70.5,L,0.01,,0.001,L,0.005,,1,L,0.001,,0.0907,,0.339,,0.227,,0.7,,0.3
2014PN510325,OIL SANDS COMPONENT STUDIES,MA2 - MacKay River ,MA2,56.57.59.400,111.54.44.000,56.9665,-111.91222,2014-05-16 11:10,WATER,DISCRETE SAMPLE,,75.8,,0.034,,0.54,,15.5,,0.011,,0.001,,42.8,,0.004,,0.356,,0.007,,0.15,,0.096,,0.81,,0.02,L,0.01,,0.001,,640,,0.184,,0.141,,9.01,,3.69,,0.309,,1.37,,0.007,L,0.005,L,0.001,,1.07,,0.03,,0.05,,0.002,,74.8,L,0.01,,0.001,,0.009,,2.4,L,0.001,,0.105,,0.428,,0.254,,0.7,,0.4
2014PN510335,OIL SANDS COMPONENT STUDIES,MA2 - MacKay River ,MA2,56.57.59.400,111.54.44.000,56.9665,-111.91222,2014-05-21 10:00,WATER,TRIPLICATE SAMPLE - rep1,,147,,0.042,,0.61,,16,,0.016,,0.002,,43.4,,0.005,,0.448,,0.012,,0.23,,0.108,,0.97,,0.042,L,0.01,,0.001,,760,,0.24,,0.187,,8.99,,5.35,,0.358,,1.46,,0.015,L,0.005,,0.001,,1.1,,0.05,,0.07,,0.002,,76.2,L,0.01,,0.002,,0.012,,5.5,,0.002,,0.105,,0.645,,0.294,,0.8,,0.7
2014PN510336,OIL SANDS COMPONENT STUDIES,MA2 - MacKay River ,MA2,56.57.59.400,111.54.44.000,56.9665,-111.91222,2014-05-21 10:05,WATER,TRIPLICATE SAMPLE - rep2,,131,,0.04,,0.64,,15.9,,0.016,,0.002,,42.7,,0.002,,0.436,,0.011,,0.23,,0.099,,1.12,,0.037,,0.01,,0.001,,753,,0.227,,0.19,,8.89,,4.8,,0.345,,1.4,,0.011,L,0.005,,0.002,,1.07,,0.04,,0.07,,0.003,,75.3,L,0.01,,0.002,,0.009,,4.9,,0.001,,0.102,,0.62,,0.281,,0.9,,0.6
2014PN510337,OIL SANDS COMPONENT STUDIES,MA2 - MacKay River ,MA2,56.57.59.400,111.54.44.000,56.9665,-111.91222,2014-05-21 10:10,WATER,TRIPLICATE SAMPLE - rep3,,127,,0.039,,0.62,,16,,0.014,,0.002,,42.3,,0.005,,0.436,,0.009,,0.23,,0.109,,0.91,,0.029,,0.01,,0.001,,794,,0.227,,0.182,,8.85,,5.76,,0.339,,1.47,,0.009,L,0.005,,0.001,,1.06,,0.04,,0.08,,0.002,,76.3,L,0.01,,0.002,,0.01,,4.5,,0.001,,0.101,,0.598,,0.282,,0.8,,0.4
2014PN510356,OIL SANDS COMPONENT STUDIES,MA2 - MacKay River ,MA2,56.57.59.400,111.54.44.000,56.9665,-111.91222,2014-05-23 13:43,WATER,DISCRETE SAMPLE,,60.9,,0.038,,0.6,,16,,0.017,L,0.001,,42.9,,0.003,,0.399,,0.006,,0.16,,0.101,,0.89,,0.019,,0.01,,0.001,,677,,0.188,,0.155,,9.01,,5.26,,0.315,,1.44,L,0.001,L,0.005,,0.002,,0.92,,0.02,,0.08,,0.001,,74.3,L,0.01,,0.001,L,0.005,,1.8,L,0.001,,0.1,,0.463,,0.274,,0.8,,0.4
2014PN510374,OIL SANDS COMPONENT STUDIES,MA2 - MacKay River ,MA2,56.57.59.400,111.54.44.000,56.9665,-111.91222,2014-05-27 11:17,WATER,DISCRETE SAMPLE,,199,,0.046,,0.65,,18.5,,0.021,L,0.001,,44.9,,0.004,,0.569,,0.017,,0.31,,0.119,,1.23,,0.056,,0.01,L,0.001,,682,,0.288,,0.234,,9.13,,5.97,,0.3,,1.74,,0.018,L,0.005,,0.003,,0.976,,0.05,,0.08,,0.002,,76.8,L,0.01,,0.004,L,0.005,,6.9,,0.004,,0.119,,0.777,,0.348,,1,,0.7
2014PN510384,OIL SANDS COMPONENT STUDIES,MA2 - MacKay River ,MA2,56.57.59.400,111.54.44.000,56.9665,-111.91222,2014-05-30 09:32,WATER,DISCRETE SAMPLE,,249,,0.064,,0.66,,22.7,,0.025,,0.005,,47.5,,0.008,,0.993,,0.033,,0.42,,0.195,,1.61,,0.079,,0.01,,0.001,,665,,0.455,,0.384,,9.11,,7.89,,0.261,,2.36,,0.019,L,0.005,L,0.001,,1.25,,0.08,,0.1,,0.004,,82.9,L,0.01,,0.004,,0.01,,5.5,L,0.001,,0.135,,0.942,,0.513,,1.3,,1.1
2014PN510404,OIL SANDS COMPONENT STUDIES,MA2 - MacKay River ,MA2,56.57.59.400,111.54.44.000,56.9665,-111.91222,2014-06-03 15:15,WATER,DISCRETE SAMPLE,,98.6,,0.041,,0.53,,16.9,,0.017,,0.004,,45.8,,0.004,,0.414,,0.014,,0.18,,0.065,,1.17,,0.032,,0.01,L,0.001,,415,,0.214,,0.163,,8.39,,2.31,,0.195,,1.43,,0.009,L,0.005,,0.001,,0.801,,0.04,,0.08,,0.002,,68.6,L,0.01,,0.003,L,0.005,,2.9,,0.001,,0.0802,,0.52,,0.284,,0.9,,0.5
2014PN510413,OIL SANDS COMPONENT STUDIES,MA2 - MacKay River ,MA2,56.57.59.400,111.54.44.000,56.9665,-111.91222,2014-06-07 11:41,WATER,DISCRETE SAMPLE,,83.3,,0.035,,0.54,,14.2,,0.013,,0.002,,42.1,,0.006,,0.305,,0.01,,0.16,,0.07,,0.82,,0.022,L,0.01,L,0.001,,338,,0.17,,0.109,,8.74,,2.12,,0.196,,1.38,,0.009,L,0.005,L,0.001,,0.691,,0.03,,0.06,,0.002,,72.3,L,0.01,,0.001,L,0.005,,2.8,,0.002,,0.0695,,0.415,,0.236,,1.1,,0.3
2014PN510423,OIL SANDS COMPONENT STUDIES,MA2 - MacKay River ,MA2,56.57.59.400,111.54.44.000,56.9665,-111.91222,2014-06-09 11:00,WATER,DISCRETE SAMPLE,,39.3,,0.03,,0.53,,13.4,,0.011,L,0.001,,42.4,,0.003,,0.281,,0.006,,0.12,,0.064,,0.83,,0.012,,0.01,L,0.001,,370,,0.153,,0.101,,8.32,,2.1,,0.172,,1.27,L,0.001,L,0.005,L,0.001,,0.571,,0.02,,0.05,,0.001,,70,,0.01,,0.002,L,0.005,,0.6,L,0.001,,0.0634,,0.332,,0.231,,0.9,,0.2
2014PN510443,OIL SANDS COMPONENT STUDIES,MA2 - MacKay River ,MA2,56.57.59.400,111.54.44.000,56.9665,-111.91222,2014-06-11 13:10,WATER,DISCRETE SAMPLE,,43.3,,0.032,,0.47,,14.1,,0.014,L,0.001,,40.4,,0.003,,0.23,,0.005,,0.14,,0.069,,0.78,,0.011,,0.01,L,0.001,,378,,0.126,,0.096,,9.06,,2.59,,0.205,,1.22,,0.001,L,0.005,L,0.001,,0.59,,0.02,,0.06,,0.001,,70.9,L,0.01,,0.001,L,0.005,,0.8,L,0.001,,0.0686,,0.284,,0.199,,0.8,,0.3
2014PN510462,OIL SANDS COMPONENT STUDIES,MA2 - MacKay River ,MA2,56.57.59.400,111.54.44.000,56.9665,-111.91222,2014-06-16 12:08,WATER,DISCRETE SAMPLE,,32.6,,0.036,,0.66,,15.2,,0.013,L,0.001,,49.2,,0.005,,0.245,,0.004,,0.13,,0.074,,0.74,,0.01,,0.02,L,0.001,,422,,0.137,,0.097,,10.1,,2.97,,0.229,,1.28,L,0.001,L,0.005,L,0.001,,0.593,,0.02,,0.07,,0.002,,79.3,L,0.01,,0.001,L,0.005,,0.6,L,0.001,,0.0784,,0.335,,0.227,,0.7,,0.3
2014PN510474,OIL SANDS COMPONENT STUDIES,MA2 - MacKay River ,MA2,56.57.59.400,111.54.44.000,56.9665,-111.91222,2014-06-18 10:04,WATER,DISCRETE SAMPLE,,49.7,,0.039,,0.66,,15.3,,0.013,L,0.001,,48.3,,0.004,,0.248,,0.006,,0.15,,0.08,,0.71,,0.015,L,0.01,L,0.001,,513,,0.146,,0.096,,10.3,,3.67,,0.255,,1.24,,0.002,L,0.005,L,0.001,,0.554,,0.02,,0.06,,0.002,,81.4,,0.01,,0.001,L,0.005,,1.4,L,0.001,,0.089,,0.382,,0.233,,0.6,,0.4
